Order_ID,Order_Date,Region,City,Segment,Channel,Category,Subcategory,Product_ID,Customer_ID,Quantity,Unit_Price,Discount,Revenue,Cost,Profit,Profit_Margin,Year,Month,Month_Name,Quarter
SO05376,2024-12-06,South,Kochi,Consumer,Online,Technology,Phones,P10044,C1429,9,18261.89,0.2985,115295.92,72077.27,43218.65,0.3748497778585747,2024,12,Dec,Q4
SO05377,2024-01-28,Central,Bhopal,Home Office,Online,Furniture,Chairs,P10088,C1461,2,12993.21,0.2138,20429.75,14584.34,5845.41,0.286122443984875,2024,1,Jan,Q1
SO05378,2024-02-14,North,Lucknow,Home Office,Online,Technology,Phones,P10079,C1509,8,25860.38,0.2257,160180.29,108339.51,51840.78,0.3236401931848169,2024,2,Feb,Q1
SO05379,2024-11-21,North,Jaipur,Consumer,Online,Office Supplies,Paper,P10039,C1481,7,1244.93,0.3977,5248.51,3499.02,1749.48,0.3333288876271551,2024,11,Nov,Q4
SO05380,2025-11-21,West,Surat,Corporate,Distributor,Furniture,Bookcases,P10062,C1578,8,10694.67,0.4341,48418.69,35497.14,12921.55,0.26687111939624963,2025,11,Nov,Q4
SO05381,2025-02-25,West,Ahmedabad,Consumer,Online,Furniture,Bookcases,P10016,C1398,2,12981.78,0.2825,18628.82,13441.13,5187.7,0.27847711234528005,2025,2,Feb,Q1
SO05382,2023-09-15,North,Jaipur,Corporate,Retail Store,Office Supplies,Pens,P10003,C1135,7,398.18,0.0209,2729.04,1569.67,1159.37,0.424827045407909,2023,9,Sep,Q3
SO05383,2025-02-06,Central,Nagpur,Home Office,Online,Technology,Laptops,P10088,C1450,10,29533.92,0.1017,265311.07,150704.44,114606.63,0.4319707805633591,2025,2,Feb,Q1
SO05384,2025-03-12,East,Guwahati,Corporate,Distributor,Technology,Phones,P10074,C1057,4,18584.37,0.1436,63662.69,45145.28,18517.4,0.2908673824495949,2025,3,Mar,Q1
SO05385,2023-08-13,North,Delhi,Consumer,Online,Technology,Printers,P10050,C1598,1,12945.74,0.1357,11189.23,6982.74,4206.49,0.3759409718094989,2023,8,Aug,Q3
SO05386,2024-12-11,West,Surat,Corporate,Retail Store,Technology,Printers,P10100,C1591,8,24390.5,0.1243,170861.21,114488.18,56373.03,0.3299346293989139,2024,12,Dec,Q4
SO05387,2023-01-13,North,Lucknow,Consumer,Distributor,Office Supplies,Paper,P10021,C1306,4,1202.63,0.1493,4092.36,2256.0,1836.36,0.4487288508342374,2023,1,Jan,Q1
SO05388,2025-09-13,West,Pune,Consumer,Distributor,Technology,Laptops,P10069,C1525,10,20230.15,0.1569,170566.46,126993.46,43573.0,0.2554605401319814,2025,9,Sep,Q3
SO05389,2024-01-06,West,Surat,Consumer,Online,Office Supplies,Binders,P10056,C1053,6,937.88,0.1868,4575.95,2581.39,1994.57,0.4358810738753701,2024,1,Jan,Q1
SO05390,2025-03-22,South,Hyderabad,Consumer,Online,Technology,Printers,P10077,C1180,5,30041.19,0.2692,109771.7,74006.44,35765.26,0.32581494137377853,2025,3,Mar,Q1
SO05391,2024-07-02,Central,Raipur,Consumer,Online,Office Supplies,Binders,P10011,C1187,8,894.27,0.1201,6295.16,3855.68,2439.48,0.38751675890684273,2024,7,Jul,Q3
SO05392,2023-06-05,West,Surat,Consumer,Distributor,Technology,Phones,P10026,C1445,8,25868.68,0.0798,190441.39,126893.6,63547.79,0.33368686292407335,2023,6,Jun,Q2
SO05393,2023-11-17,North,Lucknow,Consumer,Retail Store,Technology,Laptops,P10075,C1491,8,19102.17,0.1815,125073.91,82660.86,42413.06,0.33910397460189734,2023,11,Nov,Q4
SO05394,2025-10-09,East,Kolkata,Consumer,Retail Store,Office Supplies,Paper,P10004,C1316,2,758.32,0.1628,1269.7,624.04,645.66,0.5085138221627156,2025,10,Oct,Q4
SO05395,2024-06-26,South,Bengaluru,Corporate,Online,Furniture,Bookcases,P10081,C1175,6,9758.28,0.223,45494.08,34259.34,11234.74,0.2469494932087867,2024,6,Jun,Q2
SO05396,2025-11-09,North,Chandigarh,Corporate,Distributor,Furniture,Storage,P10001,C1264,5,8624.51,0.1804,35341.73,24486.43,10855.3,0.30715247951925384,2025,11,Nov,Q4
SO05397,2024-11-02,South,Bengaluru,Corporate,Online,Office Supplies,Pens,P10067,C1032,5,792.53,0.1175,3497.03,1809.12,1687.91,0.48266957961470164,2024,11,Nov,Q4
SO05398,2025-10-06,East,Patna,Corporate,Online,Office Supplies,Envelopes,P10089,C1161,8,1034.79,0.4027,4944.22,2813.16,2131.07,0.43102248686344863,2025,10,Oct,Q4
SO05399,2025-05-27,West,Ahmedabad,Consumer,Retail Store,Technology,Laptops,P10089,C1225,2,20044.45,0.0824,36784.39,26371.68,10412.72,0.2830744236889615,2025,5,May,Q2
SO05400,2025-02-24,East,Bhubaneswar,Consumer,Online,Technology,Laptops,P10063,C1063,5,20641.01,0.2284,79633.55,50675.3,28958.24,0.36364371549428604,2025,2,Feb,Q1
SO05401,2024-06-24,South,Chennai,Corporate,Retail Store,Furniture,Storage,P10088,C1229,9,5481.21,0.2322,37874.08,26830.68,11043.4,0.29158200014363383,2024,6,Jun,Q2
SO05402,2023-06-05,East,Patna,Corporate,Online,Furniture,Bookcases,P10087,C1562,9,6778.45,0.3332,40677.85,32652.17,8025.69,0.19729877562358875,2023,6,Jun,Q2
SO05403,2025-08-04,North,Lucknow,Corporate,Retail Store,Technology,Phones,P10029,C1447,7,9986.81,0.1044,62606.61,38001.23,24605.38,0.3930156895573806,2025,8,Aug,Q3
SO05404,2024-04-02,West,Mumbai,Home Office,Online,Technology,Phones,P10063,C1556,9,23852.0,0.4623,115422.29,74790.87,40631.42,0.3520240327929727,2024,4,Apr,Q2
SO05405,2024-04-16,South,Bengaluru,Consumer,Retail Store,Furniture,Chairs,P10031,C1145,7,15468.42,0.145,92583.03,68654.62,23928.41,0.25845352004573624,2024,4,Apr,Q2
SO05406,2025-10-14,North,Delhi,Consumer,Retail Store,Furniture,Tables,P10045,C1336,7,8039.53,0.2114,44378.54,32667.07,11711.47,0.26389939822265446,2025,10,Oct,Q4
SO05407,2023-10-27,East,Patna,Corporate,Online,Furniture,Storage,P10069,C1216,4,13165.57,0.1122,46755.7,33365.83,13389.87,0.28637941470237854,2023,10,Oct,Q4
SO05408,2023-03-07,East,Bhubaneswar,Consumer,Online,Technology,Printers,P10069,C1082,9,15430.88,0.2108,109603.51,85427.32,24176.18,0.22057851979375478,2023,3,Mar,Q1
SO05409,2025-11-20,East,Kolkata,Consumer,Online,Technology,Phones,P10012,C1068,4,27090.2,0.379,67296.8,40930.73,26366.07,0.39178787104290247,2025,11,Nov,Q4
SO05410,2023-09-17,West,Mumbai,Consumer,Retail Store,Furniture,Bookcases,P10093,C1321,5,12261.49,0.0754,56686.5,39696.21,16990.29,0.2997237437485116,2023,9,Sep,Q3
SO05411,2025-03-02,West,Ahmedabad,Consumer,Online,Office Supplies,Envelopes,P10072,C1177,1,629.36,0.191,509.14,302.68,206.45,0.4054876851160781,2025,3,Mar,Q1
SO05412,2024-06-03,East,Guwahati,Consumer,Online,Office Supplies,Paper,P10069,C1270,1,546.62,0.2536,408.01,208.83,199.18,0.48817430945319973,2024,6,Jun,Q2
SO05413,2025-09-30,West,Ahmedabad,Consumer,Distributor,Office Supplies,Binders,P10090,C1498,9,871.58,0.0773,7238.12,3886.97,3351.15,0.46298624504705643,2025,9,Sep,Q3
SO05414,2024-11-25,East,Guwahati,Corporate,Online,Furniture,Tables,P10005,C1353,4,5289.98,0.2446,15983.85,11815.95,4167.9,0.2607569515479687,2024,11,Nov,Q4
SO05415,2023-08-31,East,Patna,Consumer,Online,Furniture,Chairs,P10081,C1065,3,11578.61,0.5047,17205.08,11676.14,5528.95,0.32135566937206916,2023,8,Aug,Q3
SO05416,2023-03-24,South,Hyderabad,Corporate,Online,Office Supplies,Pens,P10050,C1564,7,935.3,0.0452,6251.09,3805.86,2445.24,0.3911701799206218,2023,3,Mar,Q1
SO05417,2024-11-10,Central,Bhopal,Consumer,Online,Technology,Phones,P10030,C1278,7,22472.98,0.2274,121534.32,70700.94,50833.38,0.41826358184256096,2024,11,Nov,Q4
SO05418,2024-02-20,West,Pune,Home Office,Online,Technology,Laptops,P10062,C1495,7,12873.24,0.1983,72240.38,46410.63,25829.75,0.3575527980334544,2024,2,Feb,Q1
SO05419,2025-11-03,North,Chandigarh,Consumer,Online,Furniture,Storage,P10057,C1417,6,6213.08,0.3866,22867.47,17809.22,5058.25,0.22119849725395943,2025,11,Nov,Q4
SO05420,2025-01-26,South,Bengaluru,Corporate,Distributor,Technology,Accessories,P10077,C1192,1,23577.67,0.1575,19864.79,12462.2,7402.59,0.37264879215939356,2025,1,Jan,Q1
SO05421,2024-07-28,North,Delhi,Home Office,Retail Store,Technology,Phones,P10064,C1032,9,16544.98,0.2224,115789.44,69932.51,45856.94,0.3960373243017671,2024,7,Jul,Q3
SO05422,2025-11-11,South,Hyderabad,Corporate,Retail Store,Furniture,Bookcases,P10062,C1085,6,7164.47,0.2644,31620.29,22634.56,8985.74,0.2841763943341443,2025,11,Nov,Q4
SO05423,2023-03-17,West,Pune,Home Office,Online,Office Supplies,Paper,P10055,C1352,6,1533.59,0.0933,8343.16,4278.5,4064.66,0.48718471178785977,2023,3,Mar,Q1
SO05424,2025-04-23,South,Bengaluru,Home Office,Retail Store,Office Supplies,Envelopes,P10090,C1452,10,1453.2,0.1138,12878.26,7451.02,5427.25,0.42142727356024806,2025,4,Apr,Q2
SO05425,2024-08-12,North,Delhi,Home Office,Retail Store,Technology,Laptops,P10080,C1440,2,23317.12,0.0523,44196.75,32582.22,11614.53,0.26279149484973446,2024,8,Aug,Q3
SO05426,2025-01-11,Central,Raipur,Consumer,Online,Technology,Printers,P10055,C1179,10,21794.18,0.1499,185274.93,117403.45,67871.48,0.3663284611684916,2025,1,Jan,Q1
SO05427,2025-05-18,Central,Bhopal,Corporate,Online,Technology,Accessories,P10068,C1085,4,27389.86,0.3718,68828.87,48326.51,20502.36,0.2978744239154297,2025,5,May,Q2
SO05428,2023-05-07,Central,Bhopal,Corporate,Online,Furniture,Bookcases,P10032,C1397,3,6738.0,0.2171,15825.62,11378.34,4447.28,0.2810177421168965,2023,5,May,Q2
SO05429,2024-08-18,Central,Indore,Corporate,Online,Technology,Laptops,P10008,C1344,8,22230.81,0.1122,157890.98,101733.24,56157.74,0.3556741493402599,2024,8,Aug,Q3
SO05430,2024-09-01,North,Jaipur,Consumer,Retail Store,Furniture,Tables,P10014,C1135,1,12278.97,0.2625,9055.26,6453.32,2601.94,0.28734017576524584,2024,9,Sep,Q3
SO05431,2023-02-06,South,Bengaluru,Consumer,Online,Furniture,Chairs,P10097,C1213,1,9198.15,0.1753,7585.52,5355.57,2229.95,0.29397457260675597,2023,2,Feb,Q1
SO05432,2025-07-29,Central,Bhopal,Consumer,Retail Store,Office Supplies,Binders,P10012,C1443,2,1104.34,0.2622,1629.65,802.31,827.34,0.5076795630963704,2025,7,Jul,Q3
SO05433,2025-07-21,North,Jaipur,Corporate,Retail Store,Technology,Accessories,P10093,C1380,1,30891.02,0.1878,25090.74,16638.05,8452.69,0.33688484277466507,2025,7,Jul,Q3
SO05434,2024-04-03,East,Bhubaneswar,Corporate,Retail Store,Technology,Printers,P10021,C1204,2,25569.85,0.083,46896.0,29469.07,17426.93,0.3716080262708973,2024,4,Apr,Q2
SO05435,2025-12-07,Central,Indore,Home Office,Distributor,Technology,Printers,P10074,C1462,9,17140.73,0.1977,123764.62,84581.69,39182.93,0.3165923347076087,2025,12,Dec,Q4
SO05436,2024-12-12,North,Lucknow,Corporate,Online,Technology,Accessories,P10047,C1576,10,8648.66,0.0919,78539.46,44940.26,33599.2,0.4278002420694005,2024,12,Dec,Q4
SO05437,2023-03-17,Central,Indore,Home Office,Online,Office Supplies,Paper,P10023,C1201,2,1175.73,0.171,1949.3,1170.26,779.05,0.3996562868722105,2023,3,Mar,Q1
SO05438,2024-01-10,South,Kochi,Consumer,Retail Store,Furniture,Storage,P10033,C1467,5,10630.57,0.2836,38080.67,28495.92,9584.75,0.25169593917333916,2024,1,Jan,Q1
SO05439,2023-05-10,East,Guwahati,Home Office,Online,Technology,Laptops,P10099,C1366,6,16795.9,0.2458,76006.31,50412.53,25593.78,0.33673230551516053,2023,5,May,Q2
SO05440,2023-11-06,South,Hyderabad,Home Office,Retail Store,Technology,Accessories,P10077,C1021,3,30930.68,0.3069,64310.95,36654.55,27656.4,0.43004185134879835,2023,11,Nov,Q4
SO05441,2023-12-19,South,Chennai,Home Office,Online,Technology,Accessories,P10047,C1398,6,22336.1,0.4052,79709.77,53348.82,26360.95,0.3307116555473689,2023,12,Dec,Q4
SO05442,2024-07-19,Central,Raipur,Consumer,Distributor,Furniture,Chairs,P10026,C1011,4,13010.99,0.498,26123.78,19064.8,7058.98,0.27021280993791863,2024,7,Jul,Q3
SO05443,2025-09-13,Central,Bhopal,Consumer,Retail Store,Technology,Printers,P10009,C1126,9,10816.95,0.1163,86034.17,53976.8,32057.37,0.37261206797252766,2025,9,Sep,Q3
SO05444,2024-09-04,Central,Nagpur,Consumer,Retail Store,Furniture,Storage,P10050,C1226,3,8002.46,0.3611,15339.43,10126.59,5212.85,0.33983335756282995,2024,9,Sep,Q3
SO05445,2024-07-13,East,Kolkata,Corporate,Retail Store,Furniture,Chairs,P10069,C1060,10,8691.47,0.1408,74676.42,49331.04,25345.38,0.3394027190912473,2024,7,Jul,Q3
SO05446,2024-08-18,South,Kochi,Consumer,Distributor,Technology,Phones,P10013,C1154,2,20359.16,0.243,30823.09,17971.63,12851.46,0.41694262320876974,2024,8,Aug,Q3
SO05447,2023-08-29,West,Surat,Corporate,Retail Store,Furniture,Bookcases,P10070,C1239,4,7919.29,0.1158,28010.04,20377.47,7632.58,0.272494434138616,2023,8,Aug,Q3
SO05448,2025-01-27,East,Bhubaneswar,Corporate,Online,Furniture,Chairs,P10067,C1415,3,7775.26,0.233,17890.91,13211.24,4679.67,0.26156690744070593,2025,1,Jan,Q1
SO05449,2023-01-31,North,Chandigarh,Consumer,Online,Office Supplies,Binders,P10032,C1426,10,623.42,0.5422,2853.81,1795.87,1057.95,0.3707149389763159,2023,1,Jan,Q1
SO05450,2025-05-10,North,Chandigarh,Consumer,Retail Store,Furniture,Bookcases,P10003,C1163,5,6028.28,0.5145,14634.15,10929.09,3705.06,0.25317903670524083,2025,5,May,Q2
SO05451,2024-08-19,North,Delhi,Corporate,Retail Store,Furniture,Bookcases,P10096,C1022,5,9658.37,0.362,30811.45,19986.92,10824.53,0.351315176663221,2024,8,Aug,Q3
SO05452,2025-03-05,North,Delhi,Corporate,Online,Furniture,Storage,P10095,C1320,1,10720.54,0.55,4824.24,3641.03,1183.22,0.24526557551033948,2025,3,Mar,Q1
SO05453,2024-02-18,South,Kochi,Corporate,Online,Technology,Phones,P10021,C1408,5,19862.16,0.3549,64061.88,42018.41,22043.46,0.3440963643277406,2024,2,Feb,Q1
SO05454,2023-11-24,North,Delhi,Home Office,Retail Store,Technology,Accessories,P10043,C1318,3,20610.12,0.0904,56239.49,33807.93,22431.56,0.39885781325541897,2023,11,Nov,Q4
SO05455,2023-04-11,North,Lucknow,Home Office,Online,Furniture,Storage,P10012,C1501,4,9145.96,0.2827,26241.97,19526.09,6715.88,0.2559213351741504,2023,4,Apr,Q2
SO05456,2023-05-01,South,Hyderabad,Consumer,Retail Store,Office Supplies,Binders,P10097,C1391,10,1073.43,0.4727,5659.85,3355.33,2304.53,0.4071715681510994,2023,5,May,Q2
SO05457,2025-10-04,South,Bengaluru,Consumer,Online,Furniture,Bookcases,P10037,C1234,10,9402.39,0.3183,64096.58,45137.79,18958.8,0.29578489211124837,2025,10,Oct,Q4
SO05458,2024-04-15,South,Chennai,Consumer,Online,Technology,Accessories,P10016,C1457,4,23618.17,0.2352,72249.9,45697.73,26552.17,0.367504591701857,2024,4,Apr,Q2
SO05459,2024-12-28,North,Lucknow,Home Office,Retail Store,Technology,Printers,P10050,C1219,7,24597.05,0.2571,127906.17,89126.92,38779.25,0.3031851395440892,2024,12,Dec,Q4
SO05460,2024-06-22,East,Patna,Home Office,Online,Furniture,Bookcases,P10087,C1357,6,6996.79,0.55,18891.34,12776.97,6114.38,0.3236604708824255,2024,6,Jun,Q2
SO05461,2025-07-22,South,Hyderabad,Corporate,Distributor,Office Supplies,Binders,P10091,C1566,5,1306.88,0.1389,5626.56,3280.06,2346.5,0.4170398964909287,2025,7,Jul,Q3
SO05462,2025-09-22,West,Mumbai,Consumer,Online,Office Supplies,Envelopes,P10060,C1213,7,1230.01,0.1994,6893.56,4116.3,2777.26,0.402877468245725,2025,9,Sep,Q3
SO05463,2023-04-23,North,Jaipur,Consumer,Retail Store,Furniture,Bookcases,P10041,C1450,9,5921.92,0.3454,34890.94,21955.09,12935.85,0.3707509743217007,2023,4,Apr,Q2
SO05464,2024-05-23,South,Hyderabad,Consumer,Distributor,Technology,Laptops,P10099,C1358,6,30918.34,0.2732,134821.23,94345.38,40475.85,0.3002186673419312,2024,5,May,Q2
SO05465,2023-12-10,North,Jaipur,Consumer,Retail Store,Furniture,Tables,P10056,C1200,10,5491.19,0.4344,31057.18,22642.9,8414.28,0.27092865482313594,2023,12,Dec,Q4
SO05466,2024-11-19,West,Ahmedabad,Corporate,Online,Technology,Phones,P10087,C1266,8,23156.59,0.1362,160025.46,112800.38,47225.08,0.2951097906545621,2024,11,Nov,Q4
SO05467,2025-09-04,West,Ahmedabad,Consumer,Retail Store,Technology,Phones,P10032,C1297,2,22494.84,0.1888,36495.47,24320.01,12175.46,0.3336156514767449,2025,9,Sep,Q3
SO05468,2024-06-03,East,Patna,Corporate,Online,Technology,Printers,P10033,C1113,10,29790.69,0.2669,218399.57,141376.7,77022.86,0.3526694672521562,2024,6,Jun,Q2
SO05469,2023-11-24,North,Delhi,Corporate,Online,Technology,Printers,P10091,C1025,7,28418.22,0.2511,148971.07,105959.91,43011.16,0.28872156184418896,2023,11,Nov,Q4
SO05470,2024-02-12,East,Bhubaneswar,Corporate,Online,Office Supplies,Pens,P10012,C1401,5,1073.92,0.3845,3304.82,1907.71,1397.11,0.42274919662795546,2024,2,Feb,Q1
SO05471,2024-06-23,East,Guwahati,Corporate,Online,Office Supplies,Paper,P10008,C1559,3,627.51,0.0885,1715.98,1167.23,548.75,0.3197881094185247,2024,6,Jun,Q2
SO05472,2024-11-18,South,Kochi,Corporate,Online,Technology,Accessories,P10071,C1082,5,15074.58,0.1673,62765.15,46453.9,16311.25,0.2598774957121906,2024,11,Nov,Q4
SO05473,2024-07-02,South,Kochi,Corporate,Retail Store,Furniture,Storage,P10019,C1191,1,7321.44,0.4133,4295.49,2981.19,1314.3,0.3059720776907873,2024,7,Jul,Q3
SO05474,2023-12-19,East,Patna,Consumer,Online,Office Supplies,Binders,P10076,C1075,8,908.34,0.5179,3503.6,1918.82,1584.78,0.4523290329946341,2023,12,Dec,Q4
SO05475,2024-11-06,North,Lucknow,Consumer,Online,Technology,Laptops,P10059,C1285,8,17699.13,0.1717,117288.56,75109.88,42178.68,0.35961461203036343,2024,11,Nov,Q4
SO05476,2023-10-24,West,Ahmedabad,Consumer,Retail Store,Furniture,Storage,P10044,C1270,3,10203.52,0.2949,21582.18,15823.12,5759.06,0.26684329386558725,2023,10,Oct,Q4
SO05477,2024-06-13,South,Chennai,Home Office,Distributor,Office Supplies,Paper,P10052,C1511,10,1077.38,0.2977,7566.06,4952.81,2613.24,0.3453898065836115,2024,6,Jun,Q2
SO05478,2025-11-14,South,Kochi,Consumer,Distributor,Technology,Accessories,P10056,C1181,7,29727.58,0.2027,165914.45,116066.91,49847.54,0.30044122136438384,2025,11,Nov,Q4
SO05479,2025-11-06,South,Chennai,Consumer,Online,Furniture,Bookcases,P10080,C1108,6,8436.37,0.444,28143.73,21299.16,6844.57,0.24320052814605597,2025,11,Nov,Q4
SO05480,2024-06-06,Central,Nagpur,Consumer,Online,Furniture,Storage,P10068,C1299,9,3790.19,0.3794,21169.04,15486.26,5682.78,0.26844769531353335,2024,6,Jun,Q2
SO05481,2024-09-09,South,Chennai,Corporate,Distributor,Furniture,Bookcases,P10037,C1417,2,6533.39,0.3685,8251.73,6171.11,2080.62,0.25214348991060054,2024,9,Sep,Q3
SO05482,2023-08-16,North,Jaipur,Corporate,Retail Store,Furniture,Storage,P10015,C1256,4,9165.99,0.3682,23163.29,17675.22,5488.07,0.23692964168734232,2023,8,Aug,Q3
SO05483,2023-07-15,East,Kolkata,Home Office,Retail Store,Furniture,Bookcases,P10048,C1140,4,5191.62,0.3729,13022.23,9165.27,3856.96,0.2961827582526188,2023,7,Jul,Q3
SO05484,2025-06-13,Central,Bhopal,Consumer,Retail Store,Office Supplies,Envelopes,P10051,C1128,10,992.54,0.101,8922.51,4885.63,4036.88,0.45243771091318474,2025,6,Jun,Q2
SO05485,2025-09-28,South,Chennai,Consumer,Online,Office Supplies,Envelopes,P10034,C1561,1,1018.82,0.3686,643.24,334.42,308.82,0.4801007400037311,2025,9,Sep,Q3
SO05486,2023-08-03,South,Kochi,Corporate,Online,Furniture,Tables,P10013,C1338,10,11967.02,0.2497,89790.89,59606.09,30184.8,0.3361677337199798,2023,8,Aug,Q3
SO05487,2023-09-16,West,Surat,Consumer,Online,Office Supplies,Binders,P10063,C1057,8,1089.07,0.3186,5936.49,3586.13,2350.36,0.39591745290567326,2023,9,Sep,Q3
SO05488,2025-10-17,West,Mumbai,Consumer,Online,Technology,Phones,P10032,C1058,8,33130.87,0.2503,198692.55,140923.2,57769.34,0.2907473883645864,2025,10,Oct,Q4
SO05489,2025-05-23,East,Kolkata,Home Office,Online,Furniture,Tables,P10055,C1136,9,10217.9,0.2698,67151.33,45105.86,22045.47,0.32829535915372043,2025,5,May,Q2
SO05490,2025-01-06,East,Bhubaneswar,Consumer,Retail Store,Office Supplies,Paper,P10042,C1031,1,833.03,0.256,619.79,378.31,241.48,0.3896158376224205,2025,1,Jan,Q1
SO05491,2023-12-07,East,Bhubaneswar,Consumer,Distributor,Furniture,Tables,P10047,C1157,2,6678.6,0.4184,7768.45,5835.88,1932.57,0.2487716339810387,2023,12,Dec,Q4
SO05492,2025-04-28,Central,Raipur,Home Office,Distributor,Furniture,Tables,P10063,C1344,8,8746.41,0.4101,41276.99,27610.49,13666.5,0.33109245611174654,2025,4,Apr,Q2
SO05493,2025-07-26,West,Surat,Corporate,Online,Technology,Printers,P10063,C1219,9,23044.82,0.1412,178117.24,104777.93,73339.32,0.41174745353116865,2025,7,Jul,Q3
SO05494,2024-02-15,South,Chennai,Consumer,Retail Store,Furniture,Storage,P10003,C1249,7,10266.92,0.1341,62230.93,46409.73,15821.2,0.2542337066150225,2024,2,Feb,Q1
SO05495,2025-04-13,South,Hyderabad,Consumer,Online,Furniture,Bookcases,P10019,C1543,6,14036.33,0.1887,68329.09,49854.33,18474.77,0.2703792776985615,2025,4,Apr,Q2
SO05496,2023-02-11,Central,Nagpur,Home Office,Online,Office Supplies,Pens,P10048,C1047,10,761.66,0.3738,4769.72,2750.14,2019.57,0.4234147916439539,2023,2,Feb,Q1
SO05497,2024-01-22,South,Kochi,Consumer,Online,Technology,Phones,P10023,C1455,6,13141.39,0.0768,72793.22,48816.71,23976.51,0.3293783404553336,2024,1,Jan,Q1
SO05498,2023-05-09,East,Kolkata,Corporate,Distributor,Furniture,Tables,P10095,C1265,2,11024.05,0.3347,14668.88,10707.25,3961.64,0.2700710620033704,2023,5,May,Q2
SO05499,2023-07-06,East,Patna,Home Office,Distributor,Technology,Accessories,P10010,C1437,1,31123.65,0.3894,19002.77,12897.36,6105.42,0.321291053883197,2023,7,Jul,Q3
SO05500,2024-02-06,West,Ahmedabad,Consumer,Retail Store,Office Supplies,Binders,P10036,C1570,4,800.88,0.2262,2478.82,1435.44,1043.39,0.42092205162133595,2024,2,Feb,Q1
SO05501,2025-02-19,East,Patna,Consumer,Retail Store,Furniture,Tables,P10073,C1252,10,11761.51,0.346,76922.13,56331.48,20590.65,0.26768174516228294,2025,2,Feb,Q1
SO05502,2023-11-02,South,Chennai,Consumer,Online,Furniture,Tables,P10012,C1489,8,4859.25,0.1204,34193.92,27800.61,6393.31,0.1869721283783784,2023,11,Nov,Q4
SO05503,2025-09-25,West,Pune,Home Office,Online,Office Supplies,Binders,P10078,C1180,3,557.93,0.55,753.2,480.61,272.59,0.3619091874668082,2025,9,Sep,Q3
SO05504,2023-01-20,North,Chandigarh,Consumer,Retail Store,Technology,Printers,P10039,C1147,2,20438.04,0.2635,30105.06,19879.53,10225.52,0.3396611732379872,2023,1,Jan,Q1
SO05505,2025-06-10,South,Bengaluru,Consumer,Retail Store,Furniture,Tables,P10024,C1600,9,10613.36,0.2503,71609.26,57807.76,13801.5,0.19273345374606582,2025,6,Jun,Q2
SO05506,2025-01-07,South,Bengaluru,Consumer,Online,Furniture,Chairs,P10041,C1568,7,10895.98,0.16,64064.67,45530.58,18534.09,0.2893028247862668,2025,1,Jan,Q1
SO05507,2024-08-09,East,Guwahati,Home Office,Online,Technology,Accessories,P10024,C1075,7,26256.03,0.161,154207.79,95334.35,58873.44,0.3817799347231421,2024,8,Aug,Q3
SO05508,2024-09-08,West,Pune,Corporate,Distributor,Technology,Printers,P10021,C1444,2,21761.32,0.3907,26517.83,19658.41,6859.42,0.2586719954083724,2024,9,Sep,Q3
SO05509,2024-05-25,South,Chennai,Corporate,Distributor,Office Supplies,Binders,P10075,C1487,7,922.55,0.2584,4789.21,3134.97,1654.23,0.3454076977205009,2024,5,May,Q2
SO05510,2024-08-27,Central,Raipur,Consumer,Retail Store,Technology,Phones,P10044,C1111,1,25389.72,0.1063,22690.73,13702.39,8988.34,0.3961238796636336,2024,8,Aug,Q3
SO05511,2025-07-19,East,Kolkata,Consumer,Online,Technology,Accessories,P10014,C1430,3,18128.34,0.2221,42307.47,29350.05,12957.42,0.3062679002076938,2025,7,Jul,Q3
SO05512,2025-10-02,South,Hyderabad,Consumer,Online,Office Supplies,Binders,P10047,C1358,3,759.46,0.2272,1760.83,985.04,775.78,0.4405763191222321,2025,10,Oct,Q4
SO05513,2023-11-12,North,Delhi,Consumer,Online,Technology,Accessories,P10061,C1146,8,25820.93,0.3416,136004.52,88000.71,48003.81,0.3529574605314588,2023,11,Nov,Q4
SO05514,2023-04-12,West,Ahmedabad,Corporate,Retail Store,Office Supplies,Pens,P10013,C1142,1,1283.49,0.1547,1084.93,659.97,424.96,0.39169347331164217,2023,4,Apr,Q2
SO05515,2023-03-02,Central,Indore,Corporate,Retail Store,Furniture,Storage,P10058,C1112,7,6404.03,0.2573,33293.77,22517.3,10776.46,0.3236779733866126,2023,3,Mar,Q1
SO05516,2023-06-15,South,Bengaluru,Corporate,Distributor,Furniture,Storage,P10086,C1029,8,5113.12,0.3044,28454.59,22397.04,6057.55,0.21288481049981745,2023,6,Jun,Q2
SO05517,2023-04-08,North,Jaipur,Home Office,Retail Store,Office Supplies,Envelopes,P10093,C1172,3,1092.74,0.0978,2957.6,1518.25,1439.35,0.4866614822829321,2023,4,Apr,Q2
SO05518,2024-04-22,Central,Bhopal,Consumer,Online,Technology,Accessories,P10001,C1323,1,23943.58,0.2712,17449.56,11633.03,5816.52,0.3333333333333333,2024,4,Apr,Q2
SO05519,2024-09-01,North,Delhi,Consumer,Online,Office Supplies,Envelopes,P10005,C1190,7,1219.57,0.2068,6771.61,3455.65,3315.96,0.4896856139086569,2024,9,Sep,Q3
SO05520,2025-11-29,West,Surat,Corporate,Online,Furniture,Storage,P10091,C1545,8,6957.31,0.2498,41753.48,34477.73,7275.75,0.1742549363550056,2025,11,Nov,Q4
